disease,drug
Gas,aluminum hydroxide
Gas,magnesium hydroxide
Gas,simethicone
Bursitis,naproxen
Bursitis,prednisone
Bursitis,indomethacin
Bursitis,dexamethasone
Bursitis,cortisone
Bursitis,triamcinolone
Bursitis,betamethasone
Bursitis,trolamine salicylate
Bursitis,sulindac
Post Traumatic Stress Disorder,prazosin
Post Traumatic Stress Disorder,sertraline
Post Traumatic Stress Disorder,lamotrigine
Post Traumatic Stress Disorder,mirtazapine
Post Traumatic Stress Disorder,quetiapine
Post Traumatic Stress Disorder,amitriptyline
Post Traumatic Stress Disorder,paroxetine
Post Traumatic Stress Disorder,venlafaxine
Post Traumatic Stress Disorder,risperidone
Post Traumatic Stress Disorder,desvenlafaxine
Post Traumatic Stress Disorder,aripiprazole
Post Traumatic Stress Disorder,dronabinol
Post Traumatic Stress Disorder,asenapine
Post Traumatic Stress Disorder,fluvoxamine
Clostridioides difficile Infection,vancomycin
Clostridioides difficile Infection,metronidazole
Clostridioides difficile Infection,fidaxomicin
Clostridioides difficile Infection,penicillin g potassium
Clostridioides difficile Infection,penicillin v potassium
Clostridioides difficile Infection,penicillin g sodium
Clostridioides difficile Infection,vancomycin
Clostridioides difficile Infection,metronidazole
Clostridioides difficile Infection,fidaxomicin
Clostridioides difficile Infection,penicillin g potassium
Clostridioides difficile Infection,penicillin v potassium
Clostridioides difficile Infection,penicillin g sodium
Occipital Neuralgia,gabapentin
Occipital Neuralgia,carbamazepine
Occipital Neuralgia,citalopram
Occipital Neuralgia,pregabalin
Methicillin-Resistant Staphylococcus Aureus Infection,vancomycin
Methicillin-Resistant Staphylococcus Aureus Infection,linezolid
Methicillin-Resistant Staphylococcus Aureus Infection,daptomycin
Methicillin-Resistant Staphylococcus Aureus Infection,ofloxacin
Methicillin-Resistant Staphylococcus Aureus Infection,dalfopristin
Methicillin-Resistant Staphylococcus Aureus Infection,quinupristin
Cachexia,megestrol
Cachexia,somatropin
Coronary Artery Disease,lisinopril
Coronary Artery Disease,amlodipine
Coronary Artery Disease,perindopril
Coronary Artery Disease,amlodipine
Coronary Artery Disease,atorvastatin
Coronary Artery Disease,isoxsuprine
Coronary Artery Disease,rivaroxaban
Calcium Oxalate Calculi with Hyperuricosuria,allopurinol
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Campylobacter Gastroenteritis,erythromycin
Campylobacter Gastroenteritis,ofloxacin
Campylobacter Gastroenteritis,minocycline
Campylobacter Gastroenteritis,erythromycin
Campylobacter Gastroenteritis,ofloxacin
Campylobacter Gastroenteritis,minocycline
Cancer,carboplatin
Cancer,fluorouracil
Cancer,etoposide
Cancer,doxorubicin
Cancer,cyclophosphamide
Cancer,vincristine
Cancer,chlorambucil
Cancer,ifosfamide
Cancer,vinblastine
Cancer,dactinomycin
Cancer,topotecan
Cancer,fludarabine
Cancer,thiotepa
Acute Lymphocytic Leukemia,prednisone
Acute Lymphocytic Leukemia,vincristine
Acute Lymphocytic Leukemia,cyclophosphamide
Acute Lymphocytic Leukemia,methotrexate
Acute Lymphocytic Leukemia,asparaginase escherichia coli
Acute Lymphocytic Leukemia,daunorubicin
Acute Lymphocytic Leukemia,asparaginase erwinia chrysanthemi
Acute Lymphocytic Leukemia,teniposide
Acute Myeloid Leukemia,cytarabine
Acute Myeloid Leukemia,vincristine
Acute Myeloid Leukemia,daunorubicin
Acute Myeloid Leukemia,idarubicin
Acute Myeloid Leukemia,decitabine
Acute Myeloid Leukemia,gemtuzumab
Acute Myeloid Leukemia,midostaurin
Acute Myeloid Leukemia,venetoclax
Acute Myeloid Leukemia,enasidenib
Acute Myeloid Leukemia,cytarabine liposomal
Acute Myeloid Leukemia,daunorubicin liposomal
Acute Myeloid Leukemia,ivosidenib
Acute Myeloid Leukemia,gilteritinib
Acute Myeloid Leukemia,glasdegib
Acute Lymphocytic Leukemia,prednisone
Acute Lymphocytic Leukemia,vincristine
Acute Lymphocytic Leukemia,cyclophosphamide
Acute Lymphocytic Leukemia,methotrexate
Acute Lymphocytic Leukemia,asparaginase escherichia coli
Acute Lymphocytic Leukemia,daunorubicin
Acute Lymphocytic Leukemia,asparaginase erwinia chrysanthemi
Acute Lymphocytic Leukemia,teniposide
Acute Myeloid Leukemia,cytarabine
Acute Myeloid Leukemia,vincristine
Acute Myeloid Leukemia,daunorubicin
Acute Myeloid Leukemia,idarubicin
Acute Myeloid Leukemia,decitabine
Acute Myeloid Leukemia,gemtuzumab
Acute Myeloid Leukemia,midostaurin
Acute Myeloid Leukemia,venetoclax
Acute Myeloid Leukemia,enasidenib
Acute Myeloid Leukemia,cytarabine liposomal
Acute Myeloid Leukemia,daunorubicin liposomal
Acute Myeloid Leukemia,ivosidenib
Acute Myeloid Leukemia,gilteritinib
Acute Myeloid Leukemia,glasdegib
Acute Myeloid Leukemia,cytarabine
Acute Myeloid Leukemia,vincristine
Acute Myeloid Leukemia,daunorubicin
Acute Myeloid Leukemia,idarubicin
Acute Myeloid Leukemia,decitabine
Acute Myeloid Leukemia,gemtuzumab
Acute Myeloid Leukemia,midostaurin
Acute Myeloid Leukemia,venetoclax
Acute Myeloid Leukemia,enasidenib
Acute Myeloid Leukemia,cytarabine liposomal
Acute Myeloid Leukemia,daunorubicin liposomal
Acute Myeloid Leukemia,ivosidenib
Acute Myeloid Leukemia,gilteritinib
Acute Myeloid Leukemia,glasdegib
Acute Promyelocytic Leukemia,tretinoin
Acute Promyelocytic Leukemia,arsenic trioxide
Anal Cancer,capecitabine
Anal Cancer,fluorouracil
Anal Cancer,mitomycin
Anal Cancer,cisplatin
Basal Cell Carcinoma,fluorouracil
Basal Cell Carcinoma,imiquimod
Basal Cell Carcinoma,vismodegib
Basal Cell Carcinoma,sonidegib
Bladder Cancer,mitomycin
Bladder Cancer,cisplatin
Bladder Cancer,atezolizumab
Bladder Cancer,methotrexate
Bladder Cancer,doxorubicin
Bladder Cancer,thiotepa
Bladder Cancer,cyclophosphamide
Bladder Cancer,erdafitinib
Osteosarcoma,methotrexate
Osteosarcoma,doxorubicin
Osteosarcoma,cyclophosphamide
Osteosarcoma,dactinomycin
Brain Tumor,lomustine
Brain Tumor,everolimus
Brain Tumor,methotrexate
Brain Tumor,carmustine
Brain Tumor,cyclophosphamide
Brain Tumor,cisplatin
Breast Cancer,tamoxifen
Breast Cancer,anastrozole
Breast Cancer,letrozole
Breast Cancer,exemestane
Breast Cancer,cyclophosphamide
Breast Cancer,methotrexate
Breast Cancer,doxorubicin
Breast Cancer,paclitaxel
Breast Cancer,trastuzumab
Breast Cancer,capecitabine
Breast Cancer,everolimus
Bronchogenic Carcinoma,cimetidine
Bronchogenic Carcinoma,doxorubicin
Cervical Cancer,cisplatin
Cervical Cancer,carboplatin
Cervical Cancer,methotrexate
Cervical Cancer,topotecan
Cervical Cancer,bevacizumab
Cervical Cancer,fluorouracil
Cervical Cancer,ifosfamide
Cervical Cancer,cyclophosphamide
Cervical Cancer,hydroxyurea
Cervical Cancer,pembrolizumab
Chronic Eosinophilic Leukemia,imatinib
Chronic Lymphocytic Leukemia,ibrutinib
Chronic Lymphocytic Leukemia,rituximab
Chronic Lymphocytic Leukemia,cyclophosphamide
Chronic Lymphocytic Leukemia,fludarabine
Chronic Lymphocytic Leukemia,chlorambucil
Chronic Lymphocytic Leukemia,bendamustine
Chronic Lymphocytic Leukemia,idelalisib
Chronic Lymphocytic Leukemia,immune globulin intravenous
Chronic Lymphocytic Leukemia,venetoclax
Chronic Lymphocytic Leukemia,obinutuzumab
Chronic Lymphocytic Leukemia,alemtuzumab
Chronic Lymphocytic Leukemia,ofatumumab
Chronic Myelogenous Leukemia,imatinib
Chronic Myelogenous Leukemia,hydroxyurea
Chronic Myelogenous Leukemia,nilotinib
Chronic Myelogenous Leukemia,dasatinib
Chronic Myelogenous Leukemia,anagrelide
Chronic Myelogenous Leukemia,cyclophosphamide
Chronic Myelogenous Leukemia,bosutinib
Chronic Myelogenous Leukemia,ponatinib
Chronic Myelogenous Leukemia,busulfan
Chronic Myelogenous Leukemia,cytarabine
Chronic Myelogenous Leukemia,fludarabine
Chronic Myelogenous Leukemia,omacetaxine
Chronic Myelogenous Leukemia,peginterferon alfa-2b
Colorectal Cancer,oxaliplatin
Colorectal Cancer,fluorouracil
Colorectal Cancer,leucovorin
Colorectal Cancer,capecitabine
Colorectal Cancer,irinotecan
Colorectal Cancer,bevacizumab
Colorectal Cancer,cetuximab
Colorectal Cancer,methotrexate
Colorectal Cancer,panitumumab
Colorectal Cancer,regorafenib
Colorectal Cancer,oxaliplatin
Colorectal Cancer,fluorouracil
Colorectal Cancer,leucovorin
Colorectal Cancer,capecitabine
Colorectal Cancer,irinotecan
Colorectal Cancer,bevacizumab
Colorectal Cancer,cetuximab
Colorectal Cancer,methotrexate
Colorectal Cancer,panitumumab
Colorectal Cancer,regorafenib
Conjunctival Mucosa-Associated Lymphoid Tissue Lymphoma,interferon alfa-2b
Cutaneous T-cell Lymphoma,romidepsin
Cutaneous T-cell Lymphoma,clobetasol
Cutaneous T-cell Lymphoma,vorinostat
Cutaneous T-cell Lymphoma,bexarotene
Cutaneous T-cell Lymphoma,methoxsalen
Cutaneous T-cell Lymphoma,interferon gamma-1b
Cutaneous T-cell Lymphoma,bexarotene
Dermatofibrosarcoma Protuberans,imatinib
Endometrial Cancer,megestrol
Endometrial Cancer,medroxyprogesterone
Endometrial Cancer,anastrozole
Endometrial Cancer,cyclophosphamide
Endometrial Cancer,pembrolizumab
Endometrial Cancer,lenvatinib
Fallopian Tube Cancer,bevacizumab
Fallopian Tube Cancer,niraparib
Stomach Cancer,fluorouracil
Stomach Cancer,capecitabine
Stomach Cancer,doxorubicin
Stomach Cancer,mitomycin
Stomach Cancer,ramucirumab
Hairy Cell Leukemia,cladribine
Hairy Cell Leukemia,pentostatin
Hairy Cell Leukemia,interferon alfa-2b
Hairy Cell Leukemia,moxetumomab pasudotox
Hodgkin's Lymphoma,bleomycin
Hodgkin's Lymphoma,dacarbazine
Hodgkin's Lymphoma,doxorubicin
Hodgkin's Lymphoma,vinblastine
Hodgkin's Lymphoma,etoposide
Hodgkin's Lymphoma,cyclophosphamide
Hodgkin's Lymphoma,vincristine
Hodgkin's Lymphoma,procarbazine
Hodgkin's Lymphoma,brentuximab
Hodgkin's Lymphoma,methotrexate
Hodgkin's Lymphoma,chlorambucil
Hodgkin's Lymphoma,nivolumab
Hodgkin's Lymphoma,carmustine
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Kaposi's Sarcoma,paclitaxel
Kaposi's Sarcoma,vinblastine
Kaposi's Sarcoma,doxorubicin liposomal
Kaposi's Sarcoma,interferon alfa-2b
Kaposi's Sarcoma,alitretinoin
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Leukemia,prednisone
Leukemia,dexamethasone
Leukemia,cytarabine
Leukemia,dasatinib
Leukemia,idarubicin
Leukemia,triamcinolone
Leukemia,fludarabine
Non-Small Cell Lung Cancer,cisplatin
Non-Small Cell Lung Cancer,erlotinib
Non-Small Cell Lung Cancer,pemetrexed
Non-Small Cell Lung Cancer,nivolumab
Non-Small Cell Lung Cancer,bevacizumab
Non-Small Cell Lung Cancer,paclitaxel
Non-Small Cell Lung Cancer,gefitinib
Non-Small Cell Lung Cancer,crizotinib
Non-Small Cell Lung Cancer,methotrexate
Small Cell Lung Cancer,etoposide
Small Cell Lung Cancer,topotecan
Small Cell Lung Cancer,methotrexate
Small Cell Lung Cancer,nivolumab
Small Cell Lung Cancer,cyclophosphamide
Small Cell Lung Cancer,atezolizumab
Small Cell Lung Cancer,pembrolizumab
Lymphoma,prednisone
Lymphoma,dexamethasone
Lymphoma,doxorubicin
Lymphoma,methotrexate
Lymphoma,brentuximab
Lymphoma,chlorambucil
Lymphoma,lenalidomide
Lymphoma,ibrutinib
Lymphoma,nelarabine
Lymphoma,bortezomib
Lymphoma,pralatrexate
Multiple Myeloma,dexamethasone
Multiple Myeloma,thalidomide
Multiple Myeloma,cyclophosphamide
Multiple Myeloma,lenalidomide
Multiple Myeloma,bortezomib
Multiple Myeloma,carfilzomib
Multiple Myeloma,pomalidomide
Multiple Myeloma,daratumumab
Multiple Myeloma,melphalan
Malignant Pleural Mesothelioma,pemetrexed
Melanoma,interferon alfa-2b
Melanoma,nivolumab
Melanoma,ipilimumab
Melanoma,pembrolizumab
Melanoma,dacarbazine
Melanoma,aldesleukin
Melanoma,temozolomide
Melanoma,peginterferon alfa-2b
Melanoma,talimogene laherparepvec
Meningeal Leukemia,methotrexate
Meningeal Leukemia,cytarabine
Multiple Myeloma,dexamethasone
Multiple Myeloma,thalidomide
Multiple Myeloma,cyclophosphamide
Multiple Myeloma,lenalidomide
Multiple Myeloma,bortezomib
Multiple Myeloma,carfilzomib
Multiple Myeloma,pomalidomide
Multiple Myeloma,daratumumab
Multiple Myeloma,melphalan
Wilms' Tumor (Nephroblastoma),paclitaxel
Wilms' Tumor (Nephroblastoma),vincristine
Wilms' Tumor (Nephroblastoma),doxorubicin
Wilms' Tumor (Nephroblastoma),cyclophosphamide
Wilms' Tumor (Nephroblastoma),dactinomycin
Non-Hodgkin's Lymphoma,cyclophosphamide
Non-Hodgkin's Lymphoma,vincristine
Non-Hodgkin's Lymphoma,rituximab
Non-Hodgkin's Lymphoma,methotrexate
Non-Hodgkin's Lymphoma,bendamustine
Non-Hodgkin's Lymphoma,cytarabine
Non-Hodgkin's Lymphoma,fludarabine
Non-Hodgkin's Lymphoma,bleomycin
Non-Hodgkin's Lymphoma,carmustine
Non-Hodgkin's Lymphoma,idelalisib
Non-Hodgkin's Lymphoma,ibritumomab
Non-Hodgkin's Lymphoma,ibrutinib
Non-Hodgkin's Lymphoma,mitoxantrone
Osteogenic Sarcoma,cisplatin
Osteosarcoma,methotrexate
Osteosarcoma,doxorubicin
Osteosarcoma,cyclophosphamide
Osteosarcoma,dactinomycin
Ovarian Cancer,carboplatin
Ovarian Cancer,paclitaxel
Ovarian Cancer,doxorubicin liposomal
Ovarian Cancer,olaparib
Ovarian Cancer,doxorubicin
Ovarian Cancer,gemcitabine
Ovarian Cancer,cisplatin
Ovarian Cancer,methotrexate
Ovarian Cancer,topotecan
Ovarian Cancer,bevacizumab
Ovarian Cancer,melphalan
Ovarian Cancer,carboplatin
Ovarian Cancer,paclitaxel
Ovarian Cancer,doxorubicin liposomal
Ovarian Cancer,olaparib
Ovarian Cancer,doxorubicin
Ovarian Cancer,gemcitabine
Ovarian Cancer,cisplatin
Ovarian Cancer,methotrexate
Ovarian Cancer,topotecan
Ovarian Cancer,bevacizumab
Ovarian Cancer,melphalan
Pancreatic Cancer,gemcitabine
Pancreatic Cancer,fluorouracil
Pancreatic Cancer,capecitabine
Pancreatic Cancer,everolimus
Pancreatic Cancer,paclitaxel protein-bound
Pancreatic Cancer,pancreatin
Pancreatic Cancer,methotrexate
Pancreatic Cancer,irinotecan liposomal
Pancreatic Cancer,erlotinib
Pancreatic Cancer,bevacizumab
Pancreatic Cancer,sunitinib
Pancreatic Cancer,mitomycin
Pancreatic Cancer,streptozocin
Pancreatic Cancer,cetuximab
Pancreatic Cancer,olaparib
Pancreatic Cancer,gemcitabine
Pancreatic Cancer,fluorouracil
Pancreatic Cancer,capecitabine
Pancreatic Cancer,everolimus
Pancreatic Cancer,paclitaxel protein-bound
Pancreatic Cancer,pancreatin
Pancreatic Cancer,methotrexate
Pancreatic Cancer,irinotecan liposomal
Pancreatic Cancer,erlotinib
Pancreatic Cancer,bevacizumab
Pancreatic Cancer,sunitinib
Pancreatic Cancer,mitomycin
Pancreatic Cancer,streptozocin
Pancreatic Cancer,cetuximab
Pancreatic Cancer,olaparib
Multiple Myeloma,dexamethasone
Multiple Myeloma,thalidomide
Multiple Myeloma,cyclophosphamide
Multiple Myeloma,lenalidomide
Multiple Myeloma,bortezomib
Multiple Myeloma,carfilzomib
Multiple Myeloma,pomalidomide
Multiple Myeloma,daratumumab
Multiple Myeloma,melphalan
Multiple Myeloma,dexamethasone
Multiple Myeloma,thalidomide
Multiple Myeloma,cyclophosphamide
Multiple Myeloma,lenalidomide
Multiple Myeloma,bortezomib
Multiple Myeloma,carfilzomib
Multiple Myeloma,pomalidomide
Multiple Myeloma,daratumumab
Multiple Myeloma,melphalan
Prostate Cancer,bicalutamide
Prostate Cancer,leuprolide
Prostate Cancer,abiraterone
Prostate Cancer,enzalutamide
Prostate Cancer,degarelix
Prostate Cancer,goserelin
Prostate Cancer,docetaxel
Prostate Cancer,estradiol
Prostate Cancer,flutamide
Prostate Cancer,triptorelin
Colorectal Cancer,oxaliplatin
Colorectal Cancer,fluorouracil
Colorectal Cancer,leucovorin
Colorectal Cancer,capecitabine
Colorectal Cancer,irinotecan
Colorectal Cancer,bevacizumab
Colorectal Cancer,cetuximab
Colorectal Cancer,methotrexate
Colorectal Cancer,panitumumab
Colorectal Cancer,regorafenib
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Soft Tissue Sarcoma,pazopanib
Soft Tissue Sarcoma,doxorubicin
Soft Tissue Sarcoma,methotrexate
Soft Tissue Sarcoma,trabectedin
Soft Tissue Sarcoma,olaratumab
Skin Cancer,fluorouracil
Soft Tissue Sarcoma,pazopanib
Soft Tissue Sarcoma,doxorubicin
Soft Tissue Sarcoma,methotrexate
Soft Tissue Sarcoma,trabectedin
Soft Tissue Sarcoma,olaratumab
Squamous Cell Carcinoma,cetuximab
Squamous Cell Carcinoma,bleomycin
Squamous Cell Carcinoma,cemiplimab
Stomach Cancer,fluorouracil
Stomach Cancer,capecitabine
Stomach Cancer,doxorubicin
Stomach Cancer,mitomycin
Stomach Cancer,ramucirumab
Testicular Cancer,cisplatin
Testicular Cancer,etoposide
Testicular Cancer,bleomycin
Testicular Cancer,cyclophosphamide
Testicular Cancer,dactinomycin
Testicular Cancer,ifosfamide
Testicular Cancer,vinblastine
Testicular Cancer,cisplatin
Testicular Cancer,etoposide
Testicular Cancer,bleomycin
Testicular Cancer,cyclophosphamide
Testicular Cancer,dactinomycin
Testicular Cancer,ifosfamide
Testicular Cancer,vinblastine
Endometrial Cancer,megestrol
Endometrial Cancer,medroxyprogesterone
Endometrial Cancer,anastrozole
Endometrial Cancer,cyclophosphamide
Endometrial Cancer,pembrolizumab
Endometrial Cancer,lenvatinib
Wilms' Tumor (Nephroblastoma),paclitaxel
Wilms' Tumor (Nephroblastoma),vincristine
Wilms' Tumor (Nephroblastoma),doxorubicin
Wilms' Tumor (Nephroblastoma),cyclophosphamide
Wilms' Tumor (Nephroblastoma),dactinomycin
Esophageal Candidiasis,fluconazole
Esophageal Candidiasis,ketoconazole
Esophageal Candidiasis,amphotericin b
Esophageal Candidiasis,itraconazole
Esophageal Candidiasis,voriconazole
Esophageal Candidiasis,caspofungin
Esophageal Candidiasis,anidulafungin
Esophageal Candidiasis,micafungin
Candida Urinary Tract Infection,fluconazole
Candida Urinary Tract Infection,itraconazole
Candida Urinary Tract Infection,amphotericin b
Candida Urinary Tract Infection,flucytosine
Candidemia,fluconazole
Candidemia,itraconazole
Candidemia,caspofungin
